no,review_id,teks_ulasan,label_anotator_1,label_anotator_2
182,df50d73b-8864-4b4b-a5ee-2add4fc8dfa6,turunkan bunganya...bunga terlalu tinggi pinjam 5 juta jadi hampir 9 juta,negatif,negatif
183,a850464c-5c2e-4909-b30c-7665141c567f,baik,positif,positif
184,3adbe51d-f782-433b-8389-9a18ae2b048c,"saya sangat puas dengan aplikasi sangat membantu, semoga limit pinjaman sy bisa naik",positif,positif
185,adc773fc-8982-45b1-8fa2-41c3a0a8fc2a,"sangat bagus, bunganya rendah",positif,positif
186,82be8ce8-f27c-4be6-ad20-03c622c94a5a,biasa saja limitnya sedikit bunganya lumayan besar,negatif,negatif
187,ea576166-fed8-47bb-a179-ac6c5251a82b,Lumayan,netral,netral
188,5401a07b-9ccd-40c0-857c-a35e74f5a103,pencairannya cepat,positif,positif
189,c46bb1fc-9753-4226-a21c-7175da5b6b74,"saya senang dah di bantu ada kami 🙏 tapi di saat telat 2 hari yg wa banyak no, mana kata"" nya pada kasar lagi kurang sopan yah kaya mereka ga punya hutang aja... lain kali nagih baik"" juga bisa kaleeee",negatif,negatif
190,9c59ebae-37cb-4290-a631-0bbf46db7a6b,Gak ada seabank 😞😔,negatif,negatif
191,fe1be110-c814-436d-a6a1-06b3d8efee0d,"kenapa aplikasinya cuma bisa tenor 6 bulan doang gx kaya yg di iklan katanya bisa 12 bulan apa tipu"" doang",negatif,negatif
192,87a905df-5aa5-4d08-91d5-f291377b2afb,Jika disetujui akn sangat membantu disaat sedang banyak keperluan,netral,positif
193,f65f9eef-3719-4b53-9c3d-d865ba22c6e8,pinjaman ditolak tgl.15/11/2025.tolong data2 saya dihapud dan jgn salah digunakan data saya.terima kasih,netral,netral
194,a3cc99b6-4ccf-4a1a-8a63-bde20383215a,tempat meminjam yang bisa membantu saat di landa kebutuhan🙏,positif,positif
195,b3c95ecb-f3bb-44ee-b882-e400ab18e047,👍👍👍👍,positif,positif
196,118353c1-a3c7-4ee3-8db4-bd4b41981de0,"mhn maaf saya tidak jadi utk meminjam, tlg dihapus data saya...mulai saat ini hapus aplikasinya🙏",netral,netral
197,e81b52c4-0a3b-4a3b-9311-91b1e12273f4,"Apk ga jelas, pinjaman pertama di acc pinjaman ke 2 sampai sterus nya bahkan ada 3 atau 4 kali di tolak, padahal pembayaran pinjaman pertama saya baik tidak ada yg terlewat, tapi knpa saya melakukan pinjaman lagi selalu di tolak sampai detik ini.! Sangat kecewa.",negatif,negatif
198,a47d1434-128a-4197-822b-c2c9cdc12ff1,"dapat telvon dari adakami ,mencoba untuk pengajuan Ee gak taunya gagal ,, aplikasi hoak ,,tolong jangan spam telvon saya,,perhari ini saya hapus aplikasi ini dari hp saya,,saya tidak ada pinjaman di aplikasi adakami",negatif,negatif
199,18682623-3fe6-457a-8fda-be40c9dcfd82,ok mntap,positif,positif
200,287b1fb7-1a6a-4ca1-ac99-0a743b4069f2,Payah bilang😔,negatif,negatif
